"id","TransOutE","Lon1","Lat1","LonLat1","BusinessE","Lon2","Lat2","LonLat2","LineLonLat","HWName","HWcode","TransferV","ActualReceiveV","TransferDate","ReceiptDate"
"231","石家庄佳硕废铅蓄电池回收有限公司","115.219928","38.182801","115.219928,38.182801","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[115.219928,38.182801],[112.477247,35.093538]","废旧铅酸蓄电池","900-052-31","34.075","34.075","NULL","NULL"
"232","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.75","33.75","NULL","NULL"
"233","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","34.05","34.05","NULL","NULL"
"234","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","32.35","32.35","NULL","NULL"
"235","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.4","33.4","NULL","NULL"
"236","石家庄佳硕废铅蓄电池回收有限公司","115.219928","38.182801","115.219928,38.182801","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[115.219928,38.182801],[122.409791,43.007686]","废旧铅酸蓄电池","900-052-31","34.28","34.28","NULL","NULL"
"237","石家庄佳硕废铅蓄电池回收有限公司","115.219928","38.182801","115.219928,38.182801","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[115.219928,38.182801],[122.409791,43.007686]","废旧铅酸蓄电池","900-052-31","34.435","34.435","NULL","NULL"
"238","石家庄佳硕废铅蓄电池回收有限公司","115.219928","38.182801","115.219928,38.182801","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[115.219928,38.182801],[112.477247,35.093538]","废旧铅酸蓄电池","900-052-31","33.67","33.67","NULL","NULL"
"239","石家庄佳硕废铅蓄电池回收有限公司","115.219928","38.182801","115.219928,38.182801","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[115.219928,38.182801],[112.477247,35.093538]","废旧铅酸蓄电池","900-052-31","34.01","34.01","NULL","NULL"
"240","石家庄佳硕废铅蓄电池回收有限公司","115.219928","38.182801","115.219928,38.182801","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[115.219928,38.182801],[112.477247,35.093538]","废旧铅酸蓄电池","900-052-31","34.225","34.225","NULL","NULL"
"241","石家庄佳硕废铅蓄电池回收有限公司","115.219928","38.182801","115.219928,38.182801","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[115.219928,38.182801],[112.477247,35.093538]","废旧铅酸蓄电池","900-052-31","34.05","34.05","NULL","NULL"
"242","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","34.45","34.45","NULL","NULL"
"243","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.75","33.75","NULL","NULL"
"244","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","35.05","35.05","NULL","NULL"
"245","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.7","33.7","NULL","NULL"
"246","石家庄市庆海物资再生利用有限公司","114.594458","38.075727","114.594458,38.075727","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[114.594458,38.075727],[112.477247,35.093538]","废铅蓄电池","900-052-31","33.33","33.33","NULL","NULL"
"247","石家庄佳硕废铅蓄电池回收有限公司","115.219928","38.182801","115.219928,38.182801","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[115.219928,38.182801],[122.409791,43.007686]","废旧铅酸蓄电池","900-052-31","34.345","34.345","NULL","NULL"
"248","石家庄佳硕废铅蓄电池回收有限公司","115.219928","38.182801","115.219928,38.182801","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[115.219928,38.182801],[112.477247,35.093538]","废旧铅酸蓄电池","900-052-31","34.055","34.055","NULL","NULL"
"249","石家庄佳硕废铅蓄电池回收有限公司","115.219928","38.182801","115.219928,38.182801","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[115.219928,38.182801],[112.477247,35.093538]","废旧铅酸蓄电池","900-052-31","34.135","34.135","NULL","NULL"
"250","石家庄佳硕废铅蓄电池回收有限公司","115.219928","38.182801","115.219928,38.182801","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[115.219928,38.182801],[112.477247,35.093538]","废旧铅酸蓄电池","900-052-31","34.115","34.115","NULL","NULL"
"251","石家庄佳硕废铅蓄电池回收有限公司","115.219928","38.182801","115.219928,38.182801","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[115.219928,38.182801],[112.477247,35.093538]","废旧铅酸蓄电池","900-052-31","34.17","NULL","NULL","NULL"
"252","石家庄市庆海物资再生利用有限公司","114.594458","38.075727","114.594458,38.075727","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.594458,38.075727],[122.409791,43.007686]","废铅蓄电池","900-052-31","34.06","34.06","NULL","NULL"
"253","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.65","33.65","NULL","NULL"
"254","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","34.4","34.4","NULL","NULL"
"255","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","34.4","NULL","NULL","NULL"
"256","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.65","NULL","NULL","NULL"
"257","石家庄市庆海物资再生利用有限公司","114.594458","38.075727","114.594458,38.075727","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[114.594458,38.075727],[112.477247,35.093538]","废铅蓄电池","900-052-31","33.89","33.89","NULL","NULL"
"258","石家庄市庆海物资再生利用有限公司","114.594458","38.075727","114.594458,38.075727","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[114.594458,38.075727],[112.477247,35.093538]","废铅蓄电池","900-052-31","33.25","33.25","NULL","NULL"
"259","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","32.95","32.95","NULL","NULL"
"260","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.2","33.2","NULL","NULL"
"261","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.2","NULL","NULL","NULL"
"262","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.4","33.4","NULL","NULL"
"263","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","33.5","33.5","NULL","NULL"
"264","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.85","33.85","NULL","NULL"
"265","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","32.7","32.7","NULL","NULL"
"266","石家庄市庆海物资再生利用有限公司","114.594458","38.075727","114.594458,38.075727","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.594458,38.075727],[122.409791,43.007686]","废铅蓄电池","900-052-31","34.04","34.04","NULL","NULL"
"267","石家庄市庆海物资再生利用有限公司","114.594458","38.075727","114.594458,38.075727","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[114.594458,38.075727],[112.477247,35.093538]","废铅蓄电池","900-052-31","33.88","33.88","NULL","NULL"
"268","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","34.4","34.4","NULL","NULL"
"269","石家庄市庆海物资再生利用有限公司","114.594458","38.075727","114.594458,38.075727","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[114.594458,38.075727],[112.477247,35.093538]","废铅蓄电池","900-052-31","33.49","33.49","NULL","NULL"
"270","石家庄市庆海物资再生利用有限公司","114.594458","38.075727","114.594458,38.075727","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[114.594458,38.075727],[112.477247,35.093538]","废铅蓄电池","900-052-31","33.32","33.32","NULL","NULL"
"271","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","35.15","35.15","NULL","NULL"
"272","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","32.25","32.25","NULL","NULL"
"273","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.25","33.25","NULL","NULL"
"274","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.05","33.05","NULL","NULL"
"275","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","34.135","34.135","NULL","NULL"
"276","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","33.505","33.505","NULL","NULL"
"277","石家庄市庆海物资再生利用有限公司","114.594458","38.075727","114.594458,38.075727","济源市聚鑫资源综合利用有限公司","112.477247","35.093538","112.477247,35.093538","[114.594458,38.075727],[112.477247,35.093538]","废铅蓄电池","900-052-31","33.69","33.69","NULL","NULL"
"278","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","32.4","32.4","NULL","NULL"
"279","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","34.315","34.315","NULL","NULL"
"280","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","34.56","34.56","NULL","NULL"
"281","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","34.4","34.4","NULL","NULL"
"282","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.65","33.65","NULL","NULL"
"283","石家庄佳硕废铅蓄电池回收有限公司","115.219928","38.182801","115.219928,38.182801","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[115.219928,38.182801],[122.409791,43.007686]","废旧铅酸蓄电池","900-052-31","14.885","14.885","NULL","NULL"
"284","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","34.165","34.165","NULL","NULL"
"285","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.2","33.2","NULL","NULL"
"286","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.2","33.2","NULL","NULL"
"287","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.35","33.35","NULL","NULL"
"288","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","34.0","34.0","NULL","NULL"
"289","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","34.06","34.06","NULL","NULL"
"290","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","33.56","33.56","NULL","NULL"
"291","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.75","33.75","NULL","NULL"
"292","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.0","33.0","NULL","NULL"
"293","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.75","33.75","NULL","NULL"
"294","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","34.28","34.28","NULL","NULL"
"295","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","34.53","34.53","NULL","NULL"
"296","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","34.225","34.225","NULL","NULL"
"297","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.9","33.9","NULL","NULL"
"298","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.55","33.55","NULL","NULL"
"299","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.65","33.65","NULL","NULL"
"300","石家庄市庆海物资再生利用有限公司","114.594458","38.075727","114.594458,38.075727","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.594458,38.075727],[122.409791,43.007686]","废铅蓄电池","900-052-31","33.99","33.99","NULL","NULL"
"301","河北海力香料股份有限公司","114.690025","38.020179","114.690025,38.020179","西安凯立新材料股份有限公司","108.984524","34.494041","108.984524,34.494041","[114.690025,38.020179],[108.984524,34.494041]","废催化剂-钯炭","271-006-50","4.344","4.344","NULL","NULL"
"302","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","34.365","34.365","NULL","NULL"
"303","河北众智环境工程技术有限公司","114.524136","37.993617","114.524136,37.993617","通辽泰鼎有色金属加工有限公司","122.409791","43.007686","122.409791,43.007686","[114.524136,37.993617],[122.409791,43.007686]","废铅酸蓄电池","900-052-31","19.28","19.28","NULL","NULL"
"304","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.15","33.15","NULL","NULL"
"305","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.2","33.2","NULL","NULL"
"306","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.6","33.6","NULL","NULL"
"307","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","33.6","33.6","NULL","NULL"
"308","石家庄钢铁有限责任公司特殊钢分公司","114.565246","38.055819","114.565246,38.055819","内蒙古辰东循环利用科技有限公司","113.298350","40.780466","113.298350,40.780466","[114.565246,38.055819],[113.298350,40.780466]","电炉除尘灰","312-001-23","34.1","34.1","NULL","NULL"
